job_title,company_name,location,salary,avg_salary
"Machine Learning Engineer, Zillow Offers - Intern",Zillow Group,"Seattle, WA 98101 (Downtown area)",,0.0
Data Science Intern,Duolingo,"Pittsburgh, PA",,0.0
Data Scientist,DICK'S Sporting Goods,"Coraopolis, PA 15108",,0.0
"Data Scientist, Machine Learning",Zest Finance,"Pittsburgh, PA",,0.0
Data Scientist I/II,United States Steel,"Pittsburgh, PA 15203 (Southside Slopes area)",,0.0
Data Scientist,American Eagle Outfitters,"Pittsburgh, PA",,0.0
Data Scientist,Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",,0.0
Associate Data Scientist,Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",,0.0
Machine Learning Research Scientist (Entry-Level) - 2010950,Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)",,0.0
Data Scientist,Fortive Corporate,"Pittsburgh, PA",,0.0
Data Scientist - Technology Intelligence,"BRASKEM AMERICA, INC","Pittsburgh, PA 15219 (Middle Hill area)",,0.0
Market Research Data Scientist - Uber ATG,Uber,"Pittsburgh, PA 15201 (Central Lawrenceville area)",,0.0
Data Scientist - Labor Planning & Analytics,DICK'S Sporting Goods,"Coraopolis, PA 15108",,0.0
Data Scientist,American Eagle Outfitters,"Pittsburgh, PA",,0.0
Machine Learning Research Scientist (Entry-Level) - 2010950,Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)",,0.0
Data Scientist,Omnicell,"Cranberry Township, PA",,0.0
Scientist - Gateway Analytical,ChemImage Corporation,"Pittsburgh, PA 15208 (Homewood South area)",,0.0
Data Scientist - Technology Intelligence,"BRASKEM AMERICA, INC","Pittsburgh, PA 15219 (Middle Hill area)",,0.0
Data Scientist,Fortive Corporate,"Pittsburgh, PA",,0.0
"Machine Learning Research Scientist, Pittsburgh Supercomputing Center",Carnegie Mellon University,"Pittsburgh, PA",,0.0
Data Scientist - (Geospacial),Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",,0.0
Machine Learning Research Scientist,Bosch Group,"Pittsburgh, PA 15222 (Strip District area)",,0.0
Transportation Research Scientist,Uber,"Pittsburgh, PA 15201 (Central Lawrenceville area)",,0.0
"Education Associate, Machine Learning Department",Carnegie Mellon University,"Pittsburgh, PA",,0.0
Data Engineering and Data Analysis Intern - Summer 2019,Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",,0.0
Pharmacy Analytics Translator (Data Scientist),Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",,0.0
Environmental Scientist Entry level/Super/Pgh,Tetra Tech,"Pittsburgh, PA 15235",,0.0
Data Engineer (PT18),DICK'S Sporting Goods,"Coraopolis, PA 15108",,0.0
Machine Learning Engineer Intern,TeleTracking Technologies,"Pittsburgh, PA",,0.0
"Research Scientist, Machine Learning and Intelligence",Google,"Pittsburgh, PA 15213 (North Oakland area)",,0.0
Data Governance Analyst,Arconic,"Alcoa Center, PA",,0.0
Research Designer and Analyst - Institutional Research,Carnegie Mellon University,"Pittsburgh, PA",,0.0
"Analyst, Data Management Quant Analysis",BNY Mellon,"Pittsburgh, PA 15238",,0.0
Predictive Analytics Graduate Intern - Summer 2019,Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",,0.0
Associate Machine Learning Research Scientist - 2010951,Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)",,0.0
"Software Engineer, Machine Learning",Google,"Pittsburgh, PA 15213 (North Oakland area)",,0.0
Quantitative Analytics & Model Development Analyst,PNC Financial Services Group,"Pittsburgh, PA 15289 (Central Business District area)",,0.0
Machine Learning Specialist,Aurora Tech,"Pittsburgh, PA",,0.0
Data Science Software Engineer,Fortive Corporate,"Pittsburgh, PA",,0.0
Machine Learning Group Manager,Bosch Group,"Pittsburgh, PA 15222 (Strip District area)",,0.0
Machine Learning Engineer,Duolingo,"Pittsburgh, PA",,0.0
Machine Learning Research Engineer,Bosch Group,"Pittsburgh, PA 15222 (Strip District area)",,0.0
Intern: Market Research Analyst (Summer),MSA Safety Inc.,"Cranberry Township, PA 16066",,0.0
Clinical Research Scientist,Cook Medical,"Pittsburgh, PA",,0.0
Machine Learning Engineer,Fortive Corporate,"Pittsburgh, PA",,0.0
Director of Data Technology,GTL,"Pittsburgh, PA",,0.0
Project Scientist,KeyLogic Systems,"Pittsburgh, PA",,0.0
Sr. Data Governance Analyst,Arconic,"Alcoa Center, PA",,0.0
Scientist - Gateway Analytical,ChemImage Corporation,"Pittsburgh, PA 15208 (Homewood South area)",,0.0
Machine Learning Research Engineer,Qeexo,"Pittsburgh, PA",,0.0
Machine Learning Engineer/Developer - NREC,Carnegie Mellon University,"Pittsburgh, PA",,0.0
Senior Optimization Scientist,Arconic,"Alcoa Center, PA",,0.0
Quantitative Analytics & Model Development Analyst,PNC Financial Services Group,"Pittsburgh, PA 15289 (Central Business District area)",,0.0
"Sr Scientist, R&D - Packaging Development",Kraft Heinz Company,"Warrendale, PA",,0.0
Director of Data Technology,GTL,"Pittsburgh, PA",,0.0
Sr. Implementation Consultant NE region- Fixed Operations,CDK Global,"East Mc Keesport, PA 15035",,0.0
Vice President of Product Management,UPMC Health Plan,"Pittsburgh, PA 15219 (Middle Hill area)",,0.0
Predictive Analytics Graduate Intern - Summer 2019,Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",,0.0
Machine Learning Software Intern,Cadence Design Systems,"Pittsburgh, PA",,0.0
Histotechnician/Histotechnologist,UPMC,"Pittsburgh, PA 15213 (North Oakland area)",,0.0
"Sr. Advisor, Health Economics",UPMC Health Plan,"Pittsburgh, PA 15219 (Middle Hill area)",,0.0
Machine Learning Specialist,Aurora Tech,"Pittsburgh, PA",,0.0
Territory Sales Manager - Pittsburgh,JUUL Labs,"Pittsburgh, PA",,0.0
Vice President of Product Management,UPMC,"Pittsburgh, PA 15222 (Strip District area)",,0.0
"Project Scientist, Computational Biology Department",Carnegie Mellon University,"Pittsburgh, PA",,0.0
"Software Engineer, Machine Learning",Google,"Pittsburgh, PA 15213 (North Oakland area)",,0.0
Talent Manager,The Boston Consulting Group,"Pittsburgh, PA",,0.0
Internal Solutions Engineer,Facebook,"Pittsburgh, PA",,0.0
Machine Learning Engineer,Duolingo,"Pittsburgh, PA",,0.0
Machine Learning Engineer Intern,TeleTracking Technologies,"Pittsburgh, PA",,0.0
Staff Scientist - Analytical Chemistry,Arconic,"Alcoa Center, PA",,0.0
Senior Research Scientist - Human Computer Interaction - 2009767,Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)",,0.0
Software Engineer,Facebook,"Pittsburgh, PA",,0.0
CAD Designer,HDR,"Pittsburgh, PA 15222 (Strip District area)",,0.0
"Environmental Scientist - Pittsburgh, PA","Herbert, Rowland & Grubic, Inc.","Cranberry Township, PA 16066",,0.0
Big Data Engineer,Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",,0.0
AVMaps Applications Team Engineering Manager / TLM,Uber,"Pittsburgh, PA 15201 (Central Lawrenceville area)",,0.0
Vice President of Product Management,UPMC Health Plan,"Pittsburgh, PA 15219 (Middle Hill area)",,0.0
Senior Machine Learning (ML) Advisor,Redhorse Corporation,"Carnegie, PA 15106",,0.0
Chief Scientist - 2011252,Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)",,0.0
Territory Sales Manager - Pittsburgh,JUUL Labs,"Pittsburgh, PA",,0.0
Senior Scientist,APTIM,"Pittsburgh, PA 15235",,0.0
CAD Designer,HDR,"Pittsburgh, PA 15222 (Strip District area)",,0.0
"Sr. Advisor, Health Economics",UPMC Health Plan,"Pittsburgh, PA 15219 (Middle Hill area)",,0.0
Talent Manager,The Boston Consulting Group,"Pittsburgh, PA",,0.0
"Project Scientist, Computational Biology Department",Carnegie Mellon University,"Pittsburgh, PA",,0.0
"Research Programmer, Computational Biology Department",Carnegie Mellon University,"Pittsburgh, PA",,0.0
Vice President of Product Management,UPMC Health Plan,"Pittsburgh, PA 15219 (Middle Hill area)",,0.0
Big Data Engineer,Highmark Health,"Pittsburgh, PA 15289 (Central Business District area)",,0.0
Senior Optimization Scientist,Arconic,"Alcoa Center, PA",,0.0
Strategic Communications Area Lead PA/WV/OH,HDR,"Pittsburgh, PA 15222 (Strip District area)",,0.0
"Senior Analytics Consultant, Decision Analytics (Risk Analytics)",EXL,"Pittsburgh, PA",,0.0
Senior Software Engineer - Artificial Intelligence/Machine Learning,Redhorse Corporation,"Carnegie, PA 15106","$102,000 - $136,000 a year (Indeed est.)",119000.0
AVMaps Workflow Technical Lead Manager / TLM,Uber,"Pittsburgh, PA 15201 (Central Lawrenceville area)","$106,000 - $157,000 a year (Indeed est.)",131500.0
"Sr Scientist, R&D - Packaging Development",Kraft Heinz Company,"Warrendale, PA",,0.0
"Learning Scientist / Spanish Expert, PhD",Duolingo,"Pittsburgh, PA",,0.0
Software Engineer (Infrastructure),Facebook,"Pittsburgh, PA","$94,000 - $141,000 a year (Indeed est.)",117500.0
Sr. Analytics Consultant – BI & Big Data Scrum Master,EXL,"Pittsburgh, PA","$101,000 - $152,000 a year (Indeed est.)",126500.0
Laboratory IS Clinical Application Specialist,Gila River Health Care,"Laboratory, PA",,0.0
Senior Sales Manager - Pittsburgh,JUUL Labs,"Pittsburgh, PA",,0.0
